word,word_meaning,cefr_rating
seismologist,Seismologists said the epicenter of the quake was 5.5 miles below the Indian Ocean off the west coast of Sumatra.,-1
multilateral,Seven countries are taking part in the multilateral talks.,-1
gloom,Bergman's films are often full of gloom and despair.,-1
dullness,She managed to get exquisite material out of the dullness of her home town.,-1
miscalculation,The project went over budget because of a miscalculation at the planning stage.,-1
sakura,Picnicking under sakura is a Japanese tradition.,-1
je ne sais quoi,"Although he’s not conventionally attractive, he has a certain je ne sais quoi that makes him popular with the ladies.",-1
expressionless,He has such an expressionless face/voice.,-1
blockchain,Blockchains are appearing in a variety of commercial applications today.,-1
crowdfund,We can give you all the information you need to crowdfund your new company.,-1
binocular,These fish have humanlike binocular vision.,-1
breadstick,"Other products include six other sandwiches and hoagies, pasta, chicken wings, breadsticks, and salads.

From Wikipedia",-1
crowdfunding,Crowdfunding provides locally sourced finance for renewable energy projects around the country.,-1
the beau monde,"He was seated on a big boulder at the roadside, enjoying the shade, and was evidently on his way by foot to the Castle gates to watch the beau monde assembling for the review.",-1
backlit,His trophies were proudly displayed in a backlit cabinet.,-1
revolutionize,Newton’s discoveries revolutionized physics.,-1
eco-,"The ECO’s main objective is to establish a single market for goods and services, much like the European Union.",-1
high spirits,They'd had a couple of drinks and were in high spirits.,-1
whoopee,"Whoopee, it's the holidays!",-1
sprightliness,"Due to his sprightliness, everyone thought he was much younger than he actually was.",-1
showiness,"As a pianist, she goes well beyond superficial showiness and technical flair.",-1
radiance,He was struck by the radiance of her smile.,-1
merrymaking,"The eating, drinking, and merrymaking went on late into the night.",-1
liveliness,The concerts were intended to bring some cultural liveliness to the town.,-1
joyousness,She had a natural kind of joyousness.,-1
joviality,There was an air of joviality in the room.,-1
gladness,Their hearts were filled with joy and gladness.,-1
the gamut,"In her stories she expresses the whole gamut of emotions, from happiness to sorrow.",-1
effervescence,The wine has a light effervescence.,-1
conviviality,He was known for his conviviality as a host.,-1
picket,There were pickets outside the factory gates.,-1
oops,Oops! I typed two Ls by mistake.,-1
displeasure,"Employees have publicly criticized the company's plans, much to the displeasure of the management.",-1
indemnify,The insurance also indemnifies the house against flooding.,-1
teary-eyed,She was spotted looking teary-eyed after the show.,-1
fulfilled,"For the first time in my life, I feel really fulfilled.",-1
hard core,The hard core of the party has not lost sight of the original ideals.,-1
extenuate,He was unable to say anything that might have extenuated his behaviour.,-1
trompe l’oeil,He is said to have painted a trompe l’oeil of grapes which was so realistic that birds tried to peck at them.,-1
ornate,a room with an ornate ceiling and gold mirrors,-1
shore up something,The plan will enable his company to shore up its financial position.,-1
apotheosis,Most people agree that her acting career achieved its apotheosis in this movie.,-1
tricolour,the French tricolour,-1
urbanization,It is no criticism of these less successful essays to suggest that they tell us little about the interaction between gender and urbanization.,-1
cocker spaniel,"He combined the attributes of pointer, cocker spaniel, and retriever.",-1
spaniel,"Again, the child gives no overt sign of taking up the new word, spaniel, since he doesn’t say anything.",-1
camembert,"As-with Brie and with oysters, Camembert should be eaten only in the ""R"" months, and of these September is the best.",-1
european,a European city,-1
earpiece,Through an earpiece the actor heard directions on how to move.,-1
electrocardiogram,"The effect on the pulse while these tests were made was observed, and electrocardiograms taken.",-1
lib,women’s lib,-1
colonize,Peru was colonized by the Spanish in the 16th century.,-1
candid,The two presidents have had candid talks about the current crisis.,-1
pinch,Ouch! Stop pinching (me)!,-1
despoil,Many of the tombs had been despoiled.,-1
junkie,a computer/TV junkie,-1
admonitory,an admonitory remark,-1
chastisement,His bad behaviour invited chastisement.,-1
apr,The interest rate on my credit card is currently 25.5 percent APR.,-1
indemnification,The insurance also indemnifies the house against flooding.,-1
exoneration,The investigation ended with his exoneration.,-1
absolution,She was granted/given absolution.,-1
dioxide,carbon/sulphur dioxide,-1
greedily,He ate the bread greedily.,-1
neo-,neo-fascist,-1
circumvention,The worst problems came from circumvention of the rules.,-1
aero-,aerodynamics,-1
chargesheet,Even ministers are chargesheeted before a trial.,-1
disorganization,Your own country is in a state of complete disorganization.,-1
reification,the reification of fantasies,-1
externalization,the externalization of negative feelings,-1
exemplification,We include discussion and exemplification of various rhythmic styles.,-1
kith and kin,"Caring for kith and kin : gender, employment, and the privatization of care.",-1
swiping,She opened the window and swiped at the flies with a rolled-up newspaper to make them go out.,-1
business people,He told the New York Times that businesspeople are more frightened by trial lawyers than by terrorists.,-1
flannel,flannel trousers,-1
incite,She incited racial hatred by distributing anti-Semitic leaflets.,-1
racer,The average racer completed the race in 13 hours last year.,-1
anthropomorphism,"The books ""Alice in Wonderland"", ""Peter Rabbit"", and ""Winnie-the-Pooh"" are classic examples of anthropomorphism.",-1
customizable,We offer customizable ringtones for your phone.,-1
chenille,a chenille jumper/bedspread,-1
customization,The website allows users some customization.,-1
fashionista,Found any work yet? Alan said remembering his promise to put her in touch with one of his fashionista protégés.,-1
bric,BRIC country/nation,-1
hyphenate,the rules of hyphenation,-1
zionist,"My father, who was a Zionist, told my mother on his deathbed to take the family to Israel.",-1
israeli,Israeli exports,-1
palestinian,Representatives of the Palestinian Authority attended the meeting.,-1
moisturizer,I use (a) moisturizer every night.,-1
bric-a-brac,They sell antiques and bric-a-brac.,-1
enchantment,The audience looked on in utter fascination and enchantment.,-1
cold shoulder,His wife was angry and giving him the cold shoulder.,-1
turndown,A wave of telecoms mergers and acquisitions was triggered across Europe after the dotcom turndown.,-1
developmental,a developmental process/problem,-1
putrefy,the smell of putrefying flesh,-1
futility,"""What's his latest book about?"" ""Oh, the usual - the transience of love and the futility of life.""",-1
mumbo jumbo,"You don’t believe in horoscopes and all that mumbo jumbo, do you?",-1
humbling,It's a humbling experience to see people being so positive about life when they have so little.,-1
jingoist,He was a confirmed jingoist and would frequently speak about the dangers of Britain forming closer ties with the rest of Europe.,-1
calumniate,He has tried to calumniate and destroy everyone whose opinions differ from his.,-1
sappy,It's a sappy movie - your husband will hate it.,-1
moronic,a moronic grin,-1
half-witted,a half-witted remark,-1
dopey,He had taken a sleeping tablet the night before and still felt dopey.,-1
birdbrained,"Frankly, it seems like a birdbrained thing to do.",-1
busk,"Nautical busk (of a ship) to cruise about, from obs.",-1
subnormal,mentally subnormal,-1
yowl,I was woken up by cats yowling outside my window.,-1
yip,"Prairie dog chatter is described by observers as a series of yips, or high-pitched barks.",-1
whine,"Leon's dog was sitting by the door whining, so I thought I'd better take it for a walk.",-1
ululate,"By night, Bamako is a riot of noise as singers ululate at wedding parties.",-1
